"1","환경디자인에 대해 설명해 주세요.","인간의 주변을 둘러싸고 있는 환경 전반에 관한 디자인을 의미합니다. 건축의 영역과 실내환경의 조성과 그 디자인을 지칭하는 경우, 그리고 이와 관련된 부속 설비인 자연환경의 도입인 정원, 공원, 또한 인공적 환경인 도로, 광장 등과 연계되는 외부 환경 디자인을 총칭합니다.","P","건축과 환경디자인의 관계에 대해 설명해 주세요."
"1","환경디자인에 대해 설명해 주세요.","현대인에게 환경이라는 개념은 우주공간 개념으로 확대되고 있습니다. 인구가 증가하고 자연환경이 파괴되면서 파생되는 각종 공해 때문에 인간이 살아갈 환경에 대한 문제는 심각하게 대두되기 시작했습니다. 환경에 대한 기본적인 사고는 인간이 살아가는 삶의 현장이기 때문에 인위적인 유기체로서 통합 디자인의 개념으로 받아들여져야 합니다.","P","통합디자인에 대해 설명해 주세요."
"1","환경디자인에 대해 설명해 주세요.","인간의 주변 중 자연 환경 전반에 관한 디자인을 의미합니다. 인위적인 영향을 받지 않는 산림과 초원 등을 포함합니다. 건축의 영역과 실내환경의 부속 설비인 자연환경의 도입인 정원, 공원, 또한 인공적 환경인 도로, 광장 등은 환경디자인의 영역에 포함될 수 없습니다.","F",""
"1","환경디자인에 대해 설명해 주세요.","현대인에게 환경이라는 개념은 우주공간 개념으로 확대되고 있습니다. 인구가 증가하고 자연환경이 파괴되면서 파생되는 각종 공해 때문에 인간이 살아갈 환경에 대한 문제는 심각하게 대두되기 시작했습니다. 따라서 외부 행성을 인간이 적응 할 수 있는 환경으로 변화시키는 테라포밍이 최근 환경디자인의 이슈입니다.","F",""
"1","환경디자인에 대해 설명해 주세요.","정서 안정과 능률적인 환경을 조성하기 위하여 인위적인 노력으로 생활 주변의 조경, 도시 계획 등 환경을 인간 중심적으로 꾸미는 것을 말합니다. 특히 자연을 해체하고 인공미가 두드러지도록 하며, 시설물의 능률적인 배치, 건물 상호간의 질서와 조화를 중시합니다. ","F",""
"1","환경디자인에 대해 설명해 주세요.","정서 안정과 능률적인 환경을 조성하기 위하여 생활 주변의 조경, 도시 계획 등 환경을 쾌적하고 아름답게 꾸미는 것을 말합니다. 특히 자연미와 인공미가 조화를 이루도록 하고, 시설물의 능률적인 배치, 건물 상호간의 질서와 조화를 중시합니다. 환경디자인 이라는 용어는 1960년대 이래로 환경 문제가 중시됨에 따라 일반화되었습니다.","P","환경문제와 환경디자인의 관계에 대해 설명해 주세요."
"1","정원에 대해 설명해 주세요.","정원은 주거문화의 반영일 뿐만 아니라 한 사회와 시대의 생활문화와 가치체계 및 예술이 총체적으로 결집된 장소라고 할 수 있습니다. 정원을 구성하는 요소로는 계단, 담과 울타리, 문과 창문, 구조물, 테라스, 건물, 벤치, 물, 잔디와 지피류, 수목과 화초류, 조명, 조각, 기타 장식품 등이 있습니다.","P","조각에 대해 설명해 주세요."
"1","정원에 대해 설명해 주세요.","정원은 주거문화의 반영에 국한 되어 있습니다. 그 이상의 한 사회와 시대의 생활문화와 가치체계 및 예술이 총체적으로 결집된 장소라고 보는 가설은 인간 중심적인 사고의 폐혜라고 할 수 있습니다. ","F",""
"1","정원에 대해 설명해 주세요.","정원은 대개 주택의 외부 공간을 실용적·심미적 목적으로 처리한 뜰을 의미합니다. 자연적인 요소를 최대한 반영함으로써 인공적이지 않아보이도록 하여 환경이 유용하고도 유쾌하게 조성되도록 창조하는 기술입니","F",""
"1","정원에 대해 설명해 주세요.","최근에 정의되고 있는 정원은 조경의 범위를 뛰어넘어 미국조경학회평의회의 정의처럼 토지에 관련된 설계 계획, 그리고 관리의 기술로서 자원의 보전과 관리, 경영에 관심을 가지고 문화적, 과학적 지식을 동원합니다. ","F",""
"1","정원에 대해 설명해 주세요.","정원은 대개 주택의 외부공간을 실용적·심미적 목적으로 처리한 뜰을 의미합니다. 자연적인 요소와 인공적인 요소를 적절히 배치함으로써 이와 같은 환경이 유용하고도 유쾌하게 조성되도록 창조하는 기술입니다. 이로써, 정원이라는 개념은 조경보다 축소된 개념입니다.","P","자연적 요소와 인공적 요소를 각각 설명해 주세요."
