"1","우리나라의 금융기관을 분류해서 설명해 주세요.","은행은 불특정 다수의 일반 국민으로부터 예금을 받아 기업, 가계 등에 대출을 해주는 대표적인 간접금융기관입니다. 즉, 은행은 자금의 사용기간, 규모, 위험 등이 상이한 예금자와 대출자 사이에서 이들을 연결시키는 중간매개자 역할을 합니다. 우리나라의 은행에는 일반은행과 특수은행이 있습니다","P","특수은행에 대해 설명해 주세요."
"1","우리나라의 금융기관을 분류해서 설명해 주세요.","증권회사는 자본시장에서 주식·채권 등 기업이 발행한 증권을 매개로 하여 투자자의 자금을 기업에게 연결시켜주는 것을 업으로 하는 대표적인 직접금융기관입니다. 증권회사의 업무에는 크게 자기매매, 위탁매매, 인수주선 등이 있습니다. 자기매매는 증권회사의 자기명의와 자기계산으로 유가증권을 매매하는 업무이고, 위탁매매는 고객의 매매주문을 성사시키고 수수료를 받는 업무입니다.","P","직접금융기관과 간접금융기관을 비교해서 설명해 주세요."
"1","우리나라의 금융기관을 분류해서 설명해 주세요.","우리나라의 금융기관은 중앙은행과 사기업이 운영하는 은행으로 이분화되고 있습니다. 중앙은행은 화폐를 제작하거나 환율을 관리하는 역할을 하며 사기업이 운영하는 은행은 민간의 자산을 보유하거나 투자하는 역할을 하고 있습니다.","F",""
"1","우리나라의 금융기관을 분류해서 설명해 주세요.","우리나라의 금융기관 중 증권회사는 일반 국민으로부터 채권, 주식들을 매도하거나 매수하여 손익을 실현시키는 간접금융기관 중 하나입니다. 반대로 은행은 일반 국민으로부터 예금을 받아 기업이나 가계에 현금자체를 대출시키기 때문에 직접금융기관입니다.","F",""
"1","우리나라의 금융기관을 분류해서 설명해 주세요.","우리나라의 금융기관은 은행 증권회사로 이분화되며 은행은 간접금융기관 증권회사는 직접금융기관입니다. 단 보험회사의 경우, 보험에 대한 채권을 소유하고 있지만, 그 채권은 불확실성을 내포하고 있기 떄문에 금융기관으로 고려되지 않습니다","F",""
"1","우리나라의 금융기관을 분류해서 설명해 주세요.","보험회사는 보험계약자들로부터 일정한 보험료를 수취하였다가 예기치 못한 사고로 재산 또는 신체에 손해를 입은 계약자에게 일정한 보험금을 보상하는 것을 업으로 하는 회사를 말합니다. 보험회사는 생명보험사과 손해보험사로 구분됩니다. 생명보험은 사망, 질병 등에 대비한 보험의 인수?운영이 주된 업무로서 장기저축기능과 상호보장 기능이 혼합되어 있습니다.","P","생명보험사와 손해보험사의 차이점을 설명해 주세요."
"1","기타 금융기관 및 금융중개보조기관에 대해 설명해 주세요.","기타 금융기관으로는 체신금융, 여신전문회사, 벤처캐피탈회사 등이 있습니다. 체신금융은 정부가 운영하는 우체국 예금 및 보험을 말합니다. 여신전문회사에는 리스사, 신용카드사, 할부금융사, 신기술사업금융회사가 있고, 벤처캐피탈회사에는 중소기업창업투자회사, 기업구조조정전문회사가 있습니다.","P","여신전문회사의 목적과 역할에 대해 설명해 주세요."
"1","기타 금융기관 및 금융중개보조기관에 대해 설명해 주세요.","금융중개보조기관으로는 신용보증기관, 신용정보사, 자금중개회사, 증권선물거래소 등이 있습니다. 신용보증기관은 신용이 낮고 담보력도 부족한 개인 또는 기업에 대하여 채무의 이행을 보증해주는 기관으로서 신용보증기금, 기술신용보증기금이 있습니다. 신용정보사는 신용조회, 신용조사, 채권추심, 또는 신용평가를 업으로 하는 회사를 말하는데, 채권추심사와 신용평가사가 주축을 이루고 있습니다.","P","증권선물거래소에 대해 설명해 주세요."
"1","기타 금융기관 및 금융중개보조기관에 대해 설명해 주세요.","보험회사는 기타 금융기관으로 분류됩니다. 보험료를 계약자에게 수취하였다가 사건,사고가 발생하여 재산상 손해가 생기면 보상이 일어나는 특수한 부채를 가지고 있는 회사이기 떄문에, 해당 부채를 자금으로 보지않아 기타 금융기관으로 포함시킵니다.","F",""
"1","기타 금융기관 및 금융중개보조기관에 대해 설명해 주세요.","은행이 아닌 제 3금융권에 속하는 대출전문회사 역시 기타 금융기관에 속합니다. 이들은 국가가 인정하는 금융기관이기 때문에 해당 금융을 통해 대출을 받더라도 신용등급의 변동이 일어나지는 않습니다.","F",""
"1","기타 금융기관 및 금융중개보조기관에 대해 설명해 주세요.","금융중개보조기관은 국가가 금융기관에서 발생하는 채무에 대한 문제나 각종 발생하는 사건 사고를 원만하게 처리하기 위해서 생성한 금융감독원 산하의 기구입니다. 이들은 국민의 동의 없이 신용조회, 조사,평가 등이 가능한 권리를 가지고 있습니다.","F",""
