"1","폐기물에 대해 설명해 주세요.","발생 주체에 따라 생활폐기물과 사업장폐기물로 구분되는데, 사업장폐기물 이외의 것을 생활폐기물이라 하며, 공장·공사작업장 등 사업장에서 발생되는 것을 사업장폐기물이라고 합니다. 사업장폐기물 배출 사업장은 공장으로서 배출시설 설치사업장, 지정폐기물 배출사업장, 하루 300㎏ 이상 배출사업장, 1회 1t 이상 또는 공사·작업 등으로 1주일에 5t 이상 배출사업장 등을 말합니다.","P","생활폐기물에 대해 설명해 주세요."
"1","폐기물에 대해 설명해 주세요.","사업장폐기물 중 폐유·폐산 등 주변환경을 오염시킬 수 있는 유해한 물질로서 대통령령이 정하는 폐기물을 지정폐기물이라 합니다. 방사성물질 및 이것에 의해서 오염된 물질, 의료법에 의한 적출물 등과 오수·분뇨 및 축산폐수에 대하여는 별도의 법을 적용해 관리하고 있습니다.","P","폐산에 대해 설명해 주세요."
"1","폐기물에 대해 설명해 주세요.","폐기물은 발생 주체에 따라서 생활 폐기물과 사업장 폐기물로 구분되며 생활폐기물의 경우 도시에서 생활용도로 만들어진 폐기물, 즉 생활쓰레기와 음식물 쓰레기에 한정되며 그 외의 것을 모두 사업장 폐기물로 분류하고 있습니다.","F",""
"1","폐기물에 대해 설명해 주세요.","사업장 폐기물이 일반적으로 더 유해할 것이라고 예측가능하지만, 생활폐기물이 더 인간에게 치명적인 폐기물입니다. 사업장 폐기물과 달리 생활폐기물은 재활용이 불가능하고 그 양이 사업장 폐기물보다 월등하게 많기 떄문입니다.","F",""
"1","폐기물에 대해 설명해 주세요.","폐기물은 모두 고체 형태를 띄기 떄문에 대부분 매립을 통하여 폐기물을 처리하고 있습니다. 액체로 되어 있는 폐수는 정화작업을 통해 해결하고 대기의 경우 필터링시스템으로 즉각적으로 처리할 수 있으나 고체 폐기물은 처리가 불가능합니다","F",""
"1","폐기물에 대해 설명해 주세요.","형태에 따라 고상·액상·기체상 폐기물로 구분하기도 합니다. 고상폐기물은 고형폐기물이라고도 하며, 쓰레기·폐가전제품·폐가구류·동물의 사체와 산업활동에서 발생되는 오니·분진·연소재·폐주사물·폐합성수지 등을 말합니다. 액상폐기물에는 가정하수·오수·분뇨·축산폐수와 산업활동에서 발생되는 폐산·폐알칼리·폐유·폐유기용제·공장폐수 등이 있습니다.","P","축산폐수에 대해 설명해 주세요."
"1","폐기물 에너지에 대해 설명해 주세요.","생활폐기물, 산업폐기물 중 에너지 함량이 높은 가연성 폐기물을 가스화, 소각, 열분해 등의 변환 과정을 거쳐 고체, 액체 및 가스 연료, 폐열 등으로 생산하는 것을 말합니다. 이용하는 폐기물의 종류와 가공 및 처리 방식, 생산되는 연료의 형태 등에 따라 크게 플라스틱 열분해 연료유, 폐유 정제유, 성형고체연료, 폐기물 소각열 등 네 가지로 분류할 수 있습니다.","P","폐열에 대해 설명해 주세요."
"1","폐기물 에너지에 대해 설명해 주세요.","각종 폐기물을 감량하고 재활용함으로써 폐기물 처리 문제가 감소할 뿐더러 화석 연료를 대체하는 에너지로서 이산화탄소 감축 효과를 볼 수 있습니다. 또한 고체, 액체, 가스 등 다양한 형태의 에너지원으로 변형이 가능하므로 활용가치가 높고, 에너지 이용 과정 중 열이 사용되므로 지역에 난방열 공급이 가능하여 경제적인 효과도 기대할 수 있습니다.","P","이산화탄소 감축 방법에 대해 설명해 주세요."
"1","폐기물 에너지에 대해 설명해 주세요.","폐기물 에너지란 쓰레기 에너지의 종류 중의 하나로 폐기물 처리를 비롯하여 화석 연료를 대체할 수 있는 에너지로서 각광받고 있습니다.  대부분 폐기물이 고체이기 때문에 고체형태의 에너지원을 띈다는 한계가 있긴 하지만, 난방에서 그 효과가 극대화되어 연구 중입니다.","F",""
"1","폐기물 에너지에 대해 설명해 주세요.","폐기물 에너지는 동물체를 주된 연료를 사용하기 때문에 효율적입니다. 또한 폐기물을 소각하면서 에너지를 얻기 때문에 그 과정에서 메탄과 같은 천연 자원을 부가적으로 확보할 수 있다는 장점을 가지고 있으며, 에너지원의 변형이 자유로워서 활용가치가 높다는 장점이 있습니다.","F",""
"1","폐기물 에너지에 대해 설명해 주세요.","폐기물은 모든 생활폐기물을 통칭합니다. 집에서 나오는 쓰레기 등도 폐기물에 해당하는데 해당 폐기물을 연료로서 소각함으로써 에너지원으로써 기능하기 때문에 이산화탄소를 감축하는 효과를 얻음과 동시에 폐기물 처리를 할 수 있어 효과적인 에너지로 평가받고 있습니다.","F",""
