"1","보건행정에 대해 설명해 주세요.","보건행정이라는 것은 국민이 심신의 건강을 유지함과 동시에 적극적으로 건강 증진을 도모하도록 돕는 보건정책을 목표로 하는 행정을 말합니다. 구체적으로는 영유아 및 성인에서 노인까지의 보건대책, 성인병이나 전염병을 포함한 각종 질병대책, 정신위생대책등을 그 내용으로 합니다.","P","건강증진의 의미를 설명해 주세요."
"1","보건행정에 대해 설명해 주세요.","국민 보건 향상과 증진에 관한 모든 사항을 통괄하는 행정적 수단을 말합니다. 보건사회부 장관 통괄하에 행해지는 것으로서 보건 향상의 계몽, 국민영양 개선과 식품 위생, 환경 위생과 산업 보건, 학교 보건과 구강 위생, 의료사업의 감독 지도, 보건에 관한 실험?검사, 전염병 예방과 진료, 모자 보건, 그 밖의 국민 보건 향상에 관한 일체의 업무를 관장하는 행위를 말합니다.","P","모자보건에 대해 설명해 주세요."
"1","보건행정에 대해 설명해 주세요.","보건 행정은 국민의 건강을 위해서 처리되는 모든 행정을 말합니다. 건강증진을 목적으로 하기 때문에 수익은 고려하지 않는 것이 원칙이며 주로 질병대책과 노약자의 보건대책을 하지만, 정신질환의 경우 아직 보건행정의 범위에 설정되고 있지 않습니다.","F",""
"1","보건행정에 대해 설명해 주세요.","국민의 보건 향상을 위해 행하는 모든 정책과 행정명령을 말합니다. 보건복지부장관에게 보건행정의 모든 결정이 위임되며 보건 향상은 전국적인 단위로 조직되어야 하기 때문에 지방자치단체의 독립성이 보장되지 않는 몇 안되는 행정입니다.","F",""
"1","보건행정에 대해 설명해 주세요.","보건행정은 대표적으로 보건소의 설치로 파악될 수 있습니다. 일례로 한 지역의 보건행정우수도를 파악하기 위해 보건소의 개수를 파악하는 사회과학적 접근 방식도 이용되고 있습니다. 또한 보건행정은 하나의 정치적 목적을 띄기 때문에 각 정당의 특징에 따라서 달라지는 특징을 지닙니다.","F",""
"1","보건행정에 대해 설명해 주세요.","보건행정은 시도 보건소 및 보건치료소와 시군구가 각각 역할분담하에 행하고 있습니다. 그러나, 시책 실시에 있어서는 건강교육, 건강진단에서 치료, 재활에 이르기 까지 종합적으로 행하여질 필요가 있습니다. 이를 위해서는 의료기관이나 주민조직과의 긴밀한 연계가 필요합니다.","P","보건치료소에 대해 설명해 주세요."
"1","공중보건에 대해 설명해 주세요.","환경위생의 개선, 전염병의 예방, 개인위생의 원리에 기초를 둔 위생교육, 질병의 조기진단과 예방적 치료를 위한 의료 및 간호 업무의 조직화, 나아가서는 지역사회의 모든 주민이 건강을 유지하기에 충분한 생활수준을 보장하는사회기구의 발전을 겨냥하고 행하여지는 지역사회의 노력을 통해서 질병을 예방하고, 생명을 연장하며, 건강과 인간적 능률의 증진을 꾀하는 과학이자 기술입니다.","P","개인위생에 대해 설명해 주세요."
"1","공중보건에 대해 설명해 주세요.","공중보건이 사회적으로 넓은 관할 영역을 지니면서 그 지역주민의 질병예방과 건강의 유지를 목적으로 하고 있다는 점에서, 개개인의 건강과 질병예방을 목적으로하는 위생학과는 다릅니다. 공중보건에서 말하는 건강이란 단순히 신체적·정신적인 병을 갖지 않는 상태로서가 아니라, 더욱 넓은 뜻으로, 사회적으로도 안녕된 상태를 포함한 개념으로 쓰이고 있습니다.","P","위생학에 대해 설명해 주세요."
"1","공중보건에 대해 설명해 주세요.","공중보건이란 사회에 존재하는 인간 모두의 건강을 위한 보건활동을 의미합니다. 또한 개개인의 건강과 질병예방을 방지하는 목적을 지니기 때문에 위생과학을 중심으로 진행되는 특징이 있으며, 의학, 간호학, 행정학 등 다양한 학문이 혼재되어 있습니다.","F",""
"1","공중보건에 대해 설명해 주세요.","공중보건에서 정의하는 건강은 신체적 정신적 병을 갖지 않는 상태를 말하는 것입니다. 따라서 공중보건의 대부분은 의학과 연관되며 공중보건의 정도는 의료복지의 정도에 따라서 측정될 수 있다는 특징을 지니고 있습니다.","F",""
"1","공중보건에 대해 설명해 주세요.","공중보건은 각 해당 사회에 구성원에 대한 보건에 해당하기 때문에 사회구성원이 아닌 사람에 대해서는 공중보건이 적용되지 않습니다. 따라서 국내를 방문한 외국인이나, 사망자, 출생 전의 태아의 경우 공중보건의 대상자에서 제외됩니다.","F",""
"1","공중보건에 대해 설명해 주세요.","공중보건에는 사회적 존재인 인간의 건강수준을 향상시키기 위한 과학이나 기술의 체계를 가리키는 경우와 공중보건학이 사회적으로 적용된 결과가 인간의 생활면에 나타난 상태를 가리키는 경우가 있습니다. 공중보건학의 정의로 자주 거론되는 것은 예일대학교수인 원슬로우의 정의입니다.","P","윈슬로우의 정의에 대해 설명해 주세요."
"2","요양급여에 대해 설명해 주세요.","여기에는 진찰·검사, 약제 또는 치료재료의 지급, 처치·수술 및 그 밖의 치료, 예방·재활, 의료시설에의 수용, 간호, 이송 등이 포함되며, 산업재해보상보험의 경우와 기타 고용노동부령으로 정하는 사항도 요양급여의 범위에 속하도록 되어 있습니다. 이와 같은 요양급여는 건강보험의 경우에는 조합과 계약이 체결된 보건의료기관, 또는 약국이나 조합이 설치 ·운영하는 의료기관 등의 특별한 장소에서 허용됩니다.","P","건강보험에 대해 설명해 주세요."
"2","요양급여에 대해 설명해 주세요.","산업재해보상보험법상의 요양급여는 요양비의 전액으로 하되 고용노동부령으로 지정된 의료기관에서 요양을 받게 되어 있고, 다만 부득이한 경우에는 요양비를 지급하게 되어 있습니다. 한편, 산업재해보상보험의 경우에 상병이 3일 이내의 요양으로 치유될 수 있을 경우에는 요양급여가 주어지지 않고, 사업주에게 책임이 남아 있게 됩니다.","P","상병에 대해 설명해 주세요."
"2","요양급여에 대해 설명해 주세요.","요양급여는 근로자가 가족의 지병이나 상해 등을 이유로 회사에 근로하지 못하는 상황이 발생할 경우 기업 복지차원에서 가족을 요양하는 목적을 지닌 유급휴가에서 파생되는 급여입니다. 요양급여는 그 기간이 며칠인지 상관없이 법적으로 보장되고 있습니다.","F",""
"2","요양급여에 대해 설명해 주세요.","근로자가 상해로 인하여 근로할 수 없는 신체적 환경에 놓을 경우 요양급여가 부여가 지급되며 관련법은 산업재해보상보험법에 따릅니다. 여기서 근로할 수 없는 신체적 환경이란 영구적인 상해 역시 포함되며 상해의 책임은 대신 근로자에게 전이됩니다.","F",""
"2","요양급여에 대해 설명해 주세요.","요양급여의 범위는 치료, 재활에 한정되며 진찰,검사, 약제 혹은 치료재료의 지급은 포함되지 않습니다. 또한 보험으로 적용되는 상해의 경우 요양급여에서 제외되며 의료시설 역시 국가기관에 한해서만 요양급여를 신청할 수 있습니다.","F",""
"2","요양급여에 대해 설명해 주세요.","근로자가 업무상 부상 또는 질병으로 인한 요양기간중에 공단이 설치한 보험시설 또는 공단이 지정한 의료기관에서 요양을 하게 하거나 요양에 소요되는 비용을 근로자에게 지급하는 급여를 말합니다. 산업재해보상보험법 제40조제1항에 규정되어 있습니다. 동조제2항은 “요양급여는 산재보험 의료기관에서 요양을 하게 한다. 다만, 부득이한 경우에는 요양을 갈음하여 요양비를 지급할 수 있다”고 규정하고 있습니다.","P","산업재해보상보험의 제40조 제1항에 대해 설명해 주세요."
"1","진료내역서에 대해 설명해 주세요.","진료 내역서란 의사가 환자의 건강에 대해 진료업무를 보고 질병에 대한 내역이나 그 결과에 대한 의사 소견을 작성하는 문서를 말합니다. 환자는 진료 내역서를 이용해 진료에 대한 사실을 확인하거나 이후 발견된 질병에 대하여 치료를 하는 목적으로 사용됩니다. 진료 내역서 작성 시 환자에 대한 정보와 진료확인사항에 대하여 정확하게 작성하고 질병에 대한 소견을 구체적으로 기록해야 합니다.","P","질병에 대해 설명해 주세요."
"1","진료내역서에 대해 설명해 주세요.","진료내역서란 의사가 의료 활동을 한 이후에 환자의 상태를 살펴보고 경과에 관한 의견 등을 개진한 문서로 환자의 인적사항을 비롯하여 병명과 발병일, 진단일, 향후 치료 의견 등을 구체적으로 기재해야 한다. 작성을 마친 후에는 발행 일자와 의료기관명, 진료의사의 성명 등을 정확히 작성하도록 합니다. 진료내역서는 환자의 질병을 치료하기 위한 기초적인 자료로 활용됩니다.","P","환자의 인적사항에 대해 설명해 주세요."
"1","진료내역서에 대해 설명해 주세요.","진료내역서란 의료기관에서 진료업무를 증명하는 증빙서류로서 기능합니다. 따라서 질병에 대한 설명과 진료비와 같은 객관적인 목록만이 포함되어야 하기 때문에 의사의 소견과 같은 개인적 주장이 함유될 수 있는 자료는 제외되는 것이 원칙입니다.","F",""
"1","진료내역서에 대해 설명해 주세요.","진료내역서란 의사가 환자의 상태를 기록한 자료로서 화자의 인적사항과 병에 대한 자료가 구체적으로 들어가 있어야 합니다. 또한 작성된 뒤에는 반드시 보건복지부 장관의 승인을 받은 후 보건복지부 데이터베이스에 자료를 저장해야 합니다.","F",""
"1","진료내역서에 대해 설명해 주세요.","진료내역서의 활용 용도는 다양합니다. 근로자는 이를 통해 요양급여를 받을 수 있을 뿐더러, 보험에 대한 처리도 가능합니다. 따라서 진료내역서는 종합적인 자료로서 가치를 지니기 때문에 공공의 목적을 지니며 누구나 열람 가능합니다.","F",""
"2","보건행정의 중요성에 대해 설명해 주세요.","건강이 국민의 기본적인 권리라는 의식이 대두되면서 건강에 대한 사회나 국가의 책임이 강조되고 있습니다. 보건의료 기술개발이나 보건의료서비스 제공에 투자된 자원에 비하여 효과가 과연 얼마나 있느냐 하는 문제가 대두되고 있습니다. 이에 양질의 보건의료서비스를 제공하기 위한 노력이 필요합니다.","P","보건의료서비스에 대해 설명해 주세요."
"2","보건행정의 중요성에 대해 설명해 주세요.","현대 보건의료분야의 성장이 국가간, 지역간, 계층간의 불평등을 심화시키는 방향으로 이루어져 보건분야의 불평등이 오히려 상대적으로 커졌다는 문제점을 안고 있습니다. 보건의료비 지출은 상대적, 절대적으로 급격히 팽창하여 여타 분야의 지출 증가를 훨씬 앞지르고 있습니다.","P","보건분야의 불평등에 대해 설명해 주세요."
"2","보건행정의 중요성에 대해 설명해 주세요.","건강은 국가를 구성하는 기본 단위인 국민의 존속을 결정합니다. 이를 책임지는 보건행정은 중요할 수 밖에 없습니다. 다만 개인의 건강은 개인의 일탈이나 개인의 선택에 따라서 훼손될 가능성도 있기 때문에 보건행정에서는 이와같은 건강피해는 책임지지 않습니다.","F",""
"2","보건행정의 중요성에 대해 설명해 주세요.","현대 보건의료분야는 국제적인 합의에 의해서 모든 국가에서 형평한 의료진료를 받을 수 있도록 변화하였습니다. 따라서 보건행정은 국제적 단위로 존재하게 되며 각 행정 능력에 따라 국가의 국제적 위치가 증명되기 때문에 중요도가 높아지고 있습니다.","F",""
"2","보건행정의 중요성에 대해 설명해 주세요.","보건행정은 개인의 건강문제를 최우선으로 합니다. 개인의 건강이 곧 타인의 건강에 영향을 끼치거나 주기 때문입니다. 그러나 전체 국민에 대한 건강문제에 대해서 보건행정은 고려하지 않습니다. 예를 들어, 전쟁과 전염병과 같이 필연적인 건강 악화가 일어나는 경우 보건행정의 범위에서 벗어납니다.","F",""
"2","보건행정의 중요성에 대해 설명해 주세요.","개인의 건강문제는 다른 사람의 건강상태에 많은 영향을 미치고 또한 영향을 받습니다. 그러므로 개인의 건강은 단순히 개인의 문제뿐만 아니라 국가적인 차원의 문제입니다. 오늘날의 건강권은 의,식,주 다음으로 제4의 생존권적 기본권으로 인식되고 있으며 국가는 이 기본권의 보장을 위해 공급자 및 소비자에 대한 간섭을 가하고 있습니다.","P","개인의 건강이 국가적인 차원의 문제로 이어지는 이유에 대해 설명해 주세요."
"2","보건행정의 특징을 설명해 주세요.","보건행정은 발전된 근대과학과 기술의 확고한 기초위에 수립된 과학행정인 동시에 기술행정입니다. 또한 자연과학적 지식은 물론 사회적 건강 증진을 위한 사회과학적 지식이 연구방법에 이용 되고 있습니다. 그러나 이용되는 기술은 실천가능성이 높은 현실적인 것어야만 합니다.","P","보건행정의 기술이 현실적이어야 하는 이유를 설명해 주세요."
"2","보건행정의 특징을 설명해 주세요.","비용부담이 지나치게 높거나 시간, 인력, 예산이 많이 드는 과학지식이나 기술은 많은 사람이 이용하기에 어렵습니다. 보건행정은 조작이 용이하며 비교적 정확한 과학적 지식이나 기술만이 이용도 및 적용도가 높습니다. 기술은 간단하고 용이하다 하더라도 특수지식과 기술이 필요하다는 측면에서 보건행정은 기술행정이라 할 수 있습니다.","P","적용도가 높은 기술에 대해 설명해 주세요."
"2","보건행정의 특징을 설명해 주세요.","보건행정은 과학 기술의 발전을 토대로 그 영향을 받습니다. 따라서 보건행정은 과학종속적이라는 특징을 지닙니다. 과학과 의료 연구가 활발한 분야는 보건행정의 관심분야가 되지만 그렇지 못한 사회 문제나 기술적 한계가 존재하는 분야는 보건행정의 범위에서 제외됩니다.","F",""
"2","보건행정의 특징을 설명해 주세요.","보건행정은 손해적인 행정입니다. 비용부담이 지나치게 높고, 시간이 많이들고 인력과 예산이 과도하게 부과되는 행정 범위이지만 국민 건강 자체를 최우선으로 생각해야 하기 때문에 손익을 계산하지 않는 특수한 행정으로 고려됩니다.","F",""
"2","보건행정의 특징을 설명해 주세요.","보건행정은 국민의 건강유지를 최우선 한다는 특징을 지니고 굉장히 공리주의적인 태도를 지닙니다. 예를 들어, 특정 지역에 전염병이 창궐한 경우, 보건행정에서 그 지역을 폐쇄하는 행정명령을 발동할 수 있는데 이를 통해 보건행정의 공리주의적 태도를 옅볼 수 있습니다.","F",""
"2","보건행정의 특징을 설명해 주세요.","보건행정은 국민의 건강유지와 증진을 위한 조직적인 행정이므로 당연히 공익을 위한 공공이익과 사회성을 갖습니다. 보건행정 행위가 사회전체 구성원을 대상으로 한 사회적 건강향상에 있으므로 사회행정적 성격을 보이기도 합니다. 보건행정은 넓은 의미에서 국민에게 적극적으로 서비스하는 봉사기능을 가지고 있습니다.","P","공공이익에 대해 설명해 주세요."
"2","보건행정의 기본원리에 대해 설명해 주세요.","현대국가는 모든 국민에게 생활의 기본적 수요를 충족시켜 줌으로써 건강하고 문화적인 생활을 보장하는 것이 국가의 임무라고 하는 사회국가의 원리를 헌법에 규정하고 있습니다. 우리나라가 사회국'가를 표방하고 있는 것은 아니지만 사회적 기본권 또는 사회국가 원리가 헌법에 나타나 있습니다. ","P","사회국가의 특징을 설명해 주세요."
"2","보건행정의 기본원리에 대해 설명해 주세요.","법률적합성의 원칙이 있습니다. 보건행정은 현대 법치 국가의 원리에 따라 법률에 의한 행정이 되어야 합니다. 하지만 법률적합성의 원칙도 무제한 인정되는 것은 아니고 신뢰보호 원칙과의 비교에 의해 제한을 받을 수 있습니다. 이외에 사회국가의 원리와 신의성실의 원칙이 있습니다.","P","법치국가에 대해 설명해 주세요."
"2","보건행정의 기본원리에 대해 설명해 주세요.","보건행정의 기본원리는 공리주의입니다. 최대다수최대행복에 대한 모토를 바탕으로 성립되며, 소수의 건강이 다수의 건강 침해와 이어진다면 과감히 소수의 건강을 포기하는 방식으로 행정이 진행됩니다. 이를 통해 보건행정이 사회국가의 원리를 따름을 알 수 있습니다. ","F",""
